example_id,sentence,source_text,source_norm,source_type,relation,target_text,target_norm,target_type
285,Long-term potentiation ( LTP ) and long-term depression ( LTD ) are persistent modifications of synaptic efficacy that may contribute to information storage in the CA1 region of the hippocampus .,CA1,ca1,region,located_in,hippocampus,hippocampus,region
286,"Here , we show that unlike conventional antidepressants , chronic systemic administration of the HDAC inhibitor SAHA partially rescues the depressive-like behavior of Crtc1 ( - / - ) mice .",chronic systemic administration,chronic systemic administration,method,treatment_for,depressive-like behavior,depressive-like behavior,disease
286,"Here , we show that unlike conventional antidepressants , chronic systemic administration of the HDAC inhibitor SAHA partially rescues the depressive-like behavior of Crtc1 ( - / - ) mice .",HDAC inhibitor,hdac inhibitor,drug,treatment_for,depressive-like behavior,depressive-like behavior,disease
286,"Here , we show that unlike conventional antidepressants , chronic systemic administration of the HDAC inhibitor SAHA partially rescues the depressive-like behavior of Crtc1 ( - / - ) mice .",SAHA,saha,drug,treatment_for,depressive-like behavior,depressive-like behavior,disease
286,"Here , we show that unlike conventional antidepressants , chronic systemic administration of the HDAC inhibitor SAHA partially rescues the depressive-like behavior of Crtc1 ( - / - ) mice .",depressive-like behavior,depressive-like behavior,disease,occurs_in,Crtc1 ( - / - ) mice,crtc1 ( - / - ) mice,method
287,"FINDINGS : Both cannabis use [ h2 = 0 . 614 , P = 1 . 00 x 10-6 , standard error ( SE ) = 0 . 151 ] and major depression ( h2 = 0 . 349 , P = 1 . 06 x 10-5 , SE = 0 . 100 ) are heritable traits , and there is significant genetic correlation between the two ( rhog = 0 . 424 , P = 0 . 0364 , SE = 0 . 195 ) .",cannabis,cannabis,drug,associated_with,major depression,major depression,disease
287,"FINDINGS : Both cannabis use [ h2 = 0 . 614 , P = 1 . 00 x 10-6 , standard error ( SE ) = 0 . 151 ] and major depression ( h2 = 0 . 349 , P = 1 . 06 x 10-5 , SE = 0 . 100 ) are heritable traits , and there is significant genetic correlation between the two ( rhog = 0 . 424 , P = 0 . 0364 , SE = 0 . 195 ) .",SE,se,method,abbreviation_for,standard error,standard error,method
288,"A primate-specific , brain isoform of KCNH2 affects cortical physiology , cognition , neuronal repolarization and risk of schizophrenia .",KCNH2,kcnh2,gene,associated_with,cognition,cognition,physiology
288,"A primate-specific , brain isoform of KCNH2 affects cortical physiology , cognition , neuronal repolarization and risk of schizophrenia .",KCNH2,kcnh2,gene,risk_factor_of,schizophrenia,schizophrenia,disease
288,"A primate-specific , brain isoform of KCNH2 affects cortical physiology , cognition , neuronal repolarization and risk of schizophrenia .",KCNH2,kcnh2,gene,associated_with,cortical physiology,cortical physiology,physiology
288,"A primate-specific , brain isoform of KCNH2 affects cortical physiology , cognition , neuronal repolarization and risk of schizophrenia .",KCNH2,kcnh2,gene,associated_with,neuronal repolarization,neuronal repolarization,physiology
289,Organized neuronal firing is crucial for cortical processing and is disrupted in schizophrenia .,Organized neuronal firing,organized neuronal firing,physiology,associated_with,schizophrenia,schizophrenia,disease
289,Organized neuronal firing is crucial for cortical processing and is disrupted in schizophrenia .,Organized neuronal firing,organized neuronal firing,physiology,associated_with,cortical processing,cortical processing,physiology
290,"Using rapid amplification of 5 ' complementary DNA ends in human brain , we identified a primate-specific isoform ( 3 . 1 ) of the ether-a-go-go-related K ( + ) channel KCNH2 that modulates neuronal firing .",5 ' complementary DNA,5 ' complementary dna,gene,located_in,human brain,human brain,region
290,"Using rapid amplification of 5 ' complementary DNA ends in human brain , we identified a primate-specific isoform ( 3 . 1 ) of the ether-a-go-go-related K ( + ) channel KCNH2 that modulates neuronal firing .",primate-specific isoform,primate-specific isoform,gene,associated_with,neuronal firing,neuronal firing,physiology
290,"Using rapid amplification of 5 ' complementary DNA ends in human brain , we identified a primate-specific isoform ( 3 . 1 ) of the ether-a-go-go-related K ( + ) channel KCNH2 that modulates neuronal firing .",3 . 1,3 . 1,gene,abbreviation_for,primate-specific isoform,primate-specific isoform,gene
290,"Using rapid amplification of 5 ' complementary DNA ends in human brain , we identified a primate-specific isoform ( 3 . 1 ) of the ether-a-go-go-related K ( + ) channel KCNH2 that modulates neuronal firing .",3 . 1,3 . 1,gene,associated_with,neuronal firing,neuronal firing,physiology
290,"Using rapid amplification of 5 ' complementary DNA ends in human brain , we identified a primate-specific isoform ( 3 . 1 ) of the ether-a-go-go-related K ( + ) channel KCNH2 that modulates neuronal firing .",3 . 1,3 . 1,gene,located_in,ether-a-go-go-related K ( + ) channel KCNH2,ether-a-go-go-related k ( + ) channel kcnh2,gene
290,"Using rapid amplification of 5 ' complementary DNA ends in human brain , we identified a primate-specific isoform ( 3 . 1 ) of the ether-a-go-go-related K ( + ) channel KCNH2 that modulates neuronal firing .",ether-a-go-go-related K ( + ) channel KCNH2,ether-a-go-go-related k ( + ) channel kcnh2,gene,associated_with,neuronal firing,neuronal firing,physiology
291,KCNH2-3 . 1 messenger RNA levels are comparable to full-length KCNH2 ( 1A ) levels in brain but three orders of magnitude lower in heart .,full-length KCNH2 ( 1A ),full-length kcnh2 ( 1a ),gene,located_in,brain,brain,region
293,"A meta-analysis of five clinical data sets ( 367 families , 1 , 158 unrelated cases and 1 , 704 controls ) shows association of single nucleotide polymorphisms in KCNH2 with schizophrenia .",single nucleotide polymorphisms,single nucleotide polymorphisms,gene,located_in,KCNH2,kcnh2,gene
293,"A meta-analysis of five clinical data sets ( 367 families , 1 , 158 unrelated cases and 1 , 704 controls ) shows association of single nucleotide polymorphisms in KCNH2 with schizophrenia .",single nucleotide polymorphisms,single nucleotide polymorphisms,gene,associated_with,schizophrenia,schizophrenia,disease
294,"Risk-associated alleles predict lower intelligence quotient scores and speed of cognitive processing , altered memory-linked functional magnetic resonance imaging signals and increased KCNH2-3 . 1 mRNA levels in postmortem hippocampus .",Risk-associated alleles,risk-associated alleles,gene,associated_with,cognitive processing,cognitive processing,physiology
294,"Risk-associated alleles predict lower intelligence quotient scores and speed of cognitive processing , altered memory-linked functional magnetic resonance imaging signals and increased KCNH2-3 . 1 mRNA levels in postmortem hippocampus .",Risk-associated alleles,risk-associated alleles,gene,associated_with,intelligence quotient scores,intelligence quotient scores,signs
294,"Risk-associated alleles predict lower intelligence quotient scores and speed of cognitive processing , altered memory-linked functional magnetic resonance imaging signals and increased KCNH2-3 . 1 mRNA levels in postmortem hippocampus .",Risk-associated alleles,risk-associated alleles,gene,associated_with,KCNH2-3 . 1 mRNA,kcnh2-3 . 1 mrna,gene
294,"Risk-associated alleles predict lower intelligence quotient scores and speed of cognitive processing , altered memory-linked functional magnetic resonance imaging signals and increased KCNH2-3 . 1 mRNA levels in postmortem hippocampus .",Risk-associated alleles,risk-associated alleles,gene,associated_with,memory-linked functional magnetic resonance imaging signals,memory-linked functional magnetic resonance imaging signals,physiology
294,"Risk-associated alleles predict lower intelligence quotient scores and speed of cognitive processing , altered memory-linked functional magnetic resonance imaging signals and increased KCNH2-3 . 1 mRNA levels in postmortem hippocampus .",KCNH2-3 . 1 mRNA,kcnh2-3 . 1 mrna,gene,located_in,postmortem hippocampus,postmortem hippocampus,region
296,Long-term depression induced by postsynaptic group II metabotropic glutamate receptors linked to phospholipase C and intracellular calcium rises in rat prefrontal cortex .,Long-term depression,long-term depression,disease,associated_with,phospholipase C,phospholipase c,gene
296,Long-term depression induced by postsynaptic group II metabotropic glutamate receptors linked to phospholipase C and intracellular calcium rises in rat prefrontal cortex .,Long-term depression,long-term depression,disease,associated_with,intracellular calcium,intracellular calcium,gene
296,Long-term depression induced by postsynaptic group II metabotropic glutamate receptors linked to phospholipase C and intracellular calcium rises in rat prefrontal cortex .,postsynaptic group II metabotropic glutamate receptors,postsynaptic group ii metabotropic glutamate receptors,gene,risk_factor_of,Long-term depression,long-term depression,disease
296,Long-term depression induced by postsynaptic group II metabotropic glutamate receptors linked to phospholipase C and intracellular calcium rises in rat prefrontal cortex .,postsynaptic group II metabotropic glutamate receptors,postsynaptic group ii metabotropic glutamate receptors,gene,associated_with,phospholipase C,phospholipase c,gene
